"ID","nomArch","coteArch","dateEntree","nature","modeEntree","servProd","typeProd","activiteProd","descContenu","natureSupport","mlEntree","nbreArt","dateYear"
1063,"Archives municipales d'Avignon","1322W","13/07/2017","Archives publiques","Versement",NA,NA,"Commande publique","36 articles de CONR","Support papier","5,4",36,"2017"
1065,"Archives municipales d'Avignon","1324W","01/03/2017","Archives publiques","Versement",NA,NA,"Protocole","7 boites de vins d'honneur (2014-2016).","Support papier","0,7",7,"2017"
1066,"Archives municipales d'Avignon","1323W","24/07/2017","Archives publiques","Versement",NA,NA,"Secrétariat général","38 articles","Support papier","4",38,"2017"
1068,"Archives municipales d'Avignon","95Z","24/03/2017","Archives privées","Don",NA,NA,"Fonds de la Société hippique d'Avignon","Fonds de la Société hippique d'Avignon (XIX-XXème siècle)","Support papier","1,2",4,"2017"
1069,"Archives municipales d'Avignon","96Z","06/03/2017","Archives privées","Don",NA,NA,"Fonds de l'Association Respirer la Ville",NA,"Support papier","0,9",3,"2017"
1070,"Archives municipales d'Avignon","97Z","09/12/2016",NA,"Don",NA,NA,"Archives de Gérard Guerre","Série de plusieurs dossiers de Gérard Guerre lorsqu'il était adjoint à la Culture. Dossier restauration des boiseries des salons du musée Calvet monté par Tony Salema.","Support papier","0,6",4,"2016"
1072,"Archives municipales d'Avignon","94Z","24/03/2017","Archives privées","Don",NA,NA,"La Poésie dans la Cité","Archives de l'association depuis sa création","Support papier","0",0,"2017"
1074,"Archives municipales d'Avignon","1326W","07/11/2017","Archives publiques","Versement",NA,NA,"Direction générale des services techniques","61 articles archives du DGST (1985-2016).","Support papier","4,7",61,"2017"
1075,"Archives municipales d'Avignon","1325W","24/04/2017","Archives publiques","Versement",NA,NA,"Crédit municipal","1-27 : Prêts personnels clôturés : dossiers de prêts. (1996-1999). Echantillon statistique, 28-30 : Prêts personnels, gestion des sinistres, décès. (2002-2004). 31-32 : Comptes bancaires : contentieux soldés. 33-88 : Comptes de gestion. (1999-2012). 89-97 : Prêts personnels encours douteux. (1999-2004)","Support papier","10",97,"2017"
1076,"Archives municipales d'Avignon","10Fi","05/05/2017","Archives privées","Achat",NA,NA,"4 photographies aériennes","4 photographies aériennes de la société E. Michaud, réalisées vers 1935","Support électronique","0,01",4,"2017"
1077,"Archives municipales d'Avignon","Bibliothèque","03/05/2017","Archives privées","Achat",NA,NA,"Lot de programmes de l'Opéra d'Avignon","Lot de 35 programmes de l'Opéra d'Avignon. Fait partie du lot d'achat 1077-1080.","Support papier","0,1",35,"2017"
1078,"Archives municipales d'Avignon","3Fi","03/05/2017","Archives privées","Achat",NA,NA,"Carte militaire allemande d'Avignon","Carte militaire allemande d'Avignon, vers 1943. Recto : carte d'État-major de la zone Ventoux-Mont-Aigoual. Verso : plans des villes d'Avignon et Nîmes avec liste des points et bâtiments sensibles. Fait partie du lot d'achat 1077-1080.","Support papier","0,01",1,"2017"
1079,"Archives municipales d'Avignon","6Fi","03/05/2017","Archives privées","Achat",NA,NA,"Lot de 49 photographies d'Avignon","Fait partie du lot d'achat 1077-1080.Lot de photographies d'Avignon. Inondations de 1935 et Bombardements de 1944. L'hospice Sixte-Isnard pendant l'Occupation (1 photographie).","Support papier","0,05",49,"2017"
1080,"Archives municipales d'Avignon","7Fi","03/05/2017","Archives privées","Achat",NA,NA,"Photographie aérienne des bombardements de 1944","Photographie aérienne des bombardements de Juillet 1944. La zone photographiée est celle des Rotondes et Fontcouverte. Fait partie du lot d'achat 1077-1080.","Support électronique","0",1,"2017"
1082,"Archives municipales d'Avignon","15Fi","09/12/2016","Archives privées","Don",NA,NA,"Lot de 14 fichiers numériques de craquelures","Lot de 14 fichiers numériques de craquelures résultant d'une expérimentation liée aux travaux de l'équipe scientifique Morphocity.","Support papier","0",14,"2016"
1083,"Archives municipales d'Avignon","1327W","22/08/2017","Archives publiques","Versement",NA,NA,"Service social et prestations sociales","39 articles doubles des dossiers transmis au CNAS (2013-2015).","Support papier","3,9",39,"2017"
1084,"Archives municipales d'Avignon","1328W","22/08/2017","Archives publiques","Versement",NA,NA,"Centres sociaux et Politique de la Ville","Vrac des archives du directeur et archives de fonctionnement du service","Support électronique","20",0,"2017"
1086,"Archives municipales d'Avignon","1330W","22/05/2017","Archives publiques","Versement",NA,NA,"Urbanisme opérationnel","75 articles d'autorisation d'urbanisme (PC, DT, PD) (2012).","Support électronique","11,3",75,"2017"
1087,"Archives municipales d'Avignon","1300W","22/08/2017","Archives publiques","Versement",NA,NA,"Architecture patrimoine historique","18 articles","Support papier","7",38,"2017"
1088,"Archives municipales d'Avignon","149Fi","05/06/2017","Archives privées","Duplication",NA,NA,"Photographies numérisées","Lot d'environ 300 fichiers numériques provenant de la numérisation de photographies sur verre de Charles Bartésago et appartenant à la famille Barthélémy","Support papier","0",300,"2017"
1090,"Archives municipales d'Avignon","11Fi","01/06/2017","Archives privées","Achat",NA,NA,"Photographie d'Edouard Baldus","Photographie grand format des remparts d'Avignon durant les inondations de 1856.","Support papier","0,01",1,"2017"
1092,"Archives municipales d'Avignon","1329W","22/08/2017","Archives publiques","Versement",NA,NA,"Urbanisme opérationnel","Archives de Bernard Malachane, ingénieur à la direction de la politique urbaine + 3 tubes plans cotés 1329W24","Support papier","10",56,"2017"
1094,"Archives municipales d'Avignon","14AV","29/05/1998","Archives privées","Don",NA,NA,"Fonds Georges Jonesco et Charles Bieron","Entre 1945 et 1960, Charles Bieron et Georges Jonesco ont tourné, séparément ou en collaboration, des films 16m/m et 9m/m5 noir et blanc ou couleur à Morières-les-Avignon.","Support papier","0",26,"1998"
1096,"Archives municipales d'Avignon","1331W","22/08/2017","Archives publiques","Versement",NA,NA,"Musée Requien",NA,"Support papier","13,9",112,"2017"
1097,"Archives municipales d'Avignon","57Z","14/06/2017","Archives privées","Don",NA,NA,"Fonds Léon German","Papiers de famille de Léon German, conservateur du musée Calvet. Papiers donnés par la famille au musée Requien en 2011 lors de la ventre de la maison de famille à Saint Ruf.","Support papier","2",0,"2017"
1098,"Archives municipales d'Avignon","1332W","30/06/2017","Archives publiques","Versement",NA,NA,"Centre de vacances et de loisirs","Versement des CVL de Gadagne","Support papier","9",51,"2017"
1099,"Archives municipales d'Avignon","1333W","04/07/2017","Archives publiques","Versement",NA,NA,"Urbanisme réglementaire",NA,"Support papier","0",48,"2017"
1100,"Archives municipales d'Avignon","150Fi","03/05/2017","Archives privées","Achat",NA,NA,"Lot de 239 photographies","Lot de 239 photographies : verre, film souple, tirages et cartes de visite, Avignon et sa région, Voyages etc.","Support papier","0,2",239,"2017"
1101,"Archives municipales d'Avignon","15Fi","04/07/2017","Archives privées","Achat",NA,NA,"Lot de photographies numériques","13 photographies numériques sur Avignon.","Support papier","0",13,"2017"
1102,"Archives municipales d'Avignon","1334W","24/07/2017","Archives publiques","Versement",NA,NA,"Financiers","9 versements du service : budgets, commission des finances (2011-2016)","Support mixte","16",156,"2017"
1103,"Archives municipales d'Avignon","1335W","17/07/2017","Archives publiques","Versement",NA,NA,"Urbanisme réglementaire","210 articles d'autorisation d'occupation des sols","Support électronique","0",0,"2017"
1105,"Archives municipales d'Avignon","1336W","19/10/2017","Archives publiques","Versement",NA,NA,"Direction générale","40 articles archives Henri Guerra et Christian Bergès (1990-2013).","Support papier","4,9",44,"2017"
1107,"Archives municipales d'Avignon","1337W","03/08/2017","Archives publiques","Versement",NA,NA,"Cimetières","57 registres de concessions décennales  et 2 répertoires 1912-2001).","Support papier","3",59,"2017"
1108,"Archives municipales d'Avignon","1338W","07/11/2017","Archives publiques","Versement",NA,NA,"Régies municipales","49 articles ? + 10 articles reçus le 11/09/2017","Support électronique","7,2",59,"2017"
1109,"Archives municipales d'Avignon","1339W","07/11/2017","Archives publiques","Versement",NA,NA,"Eclairage public","18 articles contenant les plans du réseau EP (2004-2010).","Support électronique","1,2",18,"2017"
1111,"Archives municipales d'Avignon","1340W","26/10/2017","Archives publiques","Versement",NA,NA,"Etat-Civil par Tribunal de Grande Instance d'Avignon","Rétrocession de 148 boites de PACS en cours ou dissous (1999-2017).","Support papier","14,8",148,"2017"
1112,"Archives municipales d'Avignon","1341W","21/11/2017","Archives publiques","Versement",NA,NA,"Secrétariat général","22 articles de dossiers des séances du CM (2013-2014).","Support papier","2,5",22,"2017"
1113,"Archives municipales d'Avignon","1342W","08/12/2017","Archives publiques","Versement",NA,NA,"Commande publique","23 articles de CONR (2016-2017).","Support papier","3",23,"2017"
1114,"Archives municipales d'Avignon","1343W","23/11/2017","Archives publiques","Versement",NA,NA,"Cimetières","14 registres (1845-2005).","Support papier","1",14,"2017"
1116,"Archives municipales d'Avignon","1344W","11/12/2017","Archives publiques","Versement",NA,NA,"Commande publique","81 articles de marchés soldés (2007-2017).","Support électronique","12,5",81,"2017"
1118,"Archives municipales d'Avignon","1345W","06/12/2017","Archives publiques","Versement",NA,NA,"Mairie de la Barthelasse et Piot","20 articles (1932-2014).","Support papier","2",20,"2017"
1119,"Archives municipales d'Avignon","1346W","04/12/2017","Archives publiques","Versement",NA,NA,"Foncier","27 articles de DIA (2016).","Support papier","5,6",27,"2017"
1121,"Archives municipales d'Avignon","1293W","13/12/2017","Archives publiques","Versement",NA,NA,"Etat-civil","60 registres et 35 articles de copies Cerfa CNI passeports (1995-2017).","Support papier","6,5",95,"2017"
1123,"Archives municipales d'Avignon","1347W","19/01/2018","Archives publiques","Versement",NA,NA,"Centre de vacances et de loisirs","Archives CVL Gadagne","Support papier","0",24,"2018"
1124,"Archives municipales d'Avignon","1348W","23/01/2018","Archives publiques","Versement",NA,NA,"Communication","8 box de gestion comptable service Protocole et Com","Support papier","2,2",8,"2018"
1125,"Archives municipales d'Avignon","1349W","24/01/2018","Archives publiques","Versement",NA,NA,"Etat-civil",NA,"Support papier","3,5",23,"2018"
1126,"Archives municipales d'Avignon","1350W","31/01/2018","Archives publiques","Versement",NA,NA,"Affaires générales et militaires",NA,"Support papier","0",13,"2018"
1127,"Archives municipales d'Avignon","91Z","24/01/2018","Archives privées","Don",NA,NA,"Le Liboux, Christian","1 caisse d'ouvrages à ajouter aux dons précédents.","Support papier","0",0,"2018"
1128,"Archives municipales d'Avignon","1351W","05/02/2018","Archives publiques","Versement",NA,NA,"Financiers","23 articles concernan le budget (2010-2013)","Support papier","2,8",23,"2018"
1129,"Archives municipales d'Avignon","1352W","05/02/2018","Archives publiques","Versement",NA,NA,"Financiers","8 articles (2011-2014)","Support papier","1,2",8,"2018"
1130,"Archives municipales d'Avignon","1353W","05/02/2018","Archives publiques","Versement",NA,NA,"Financiers","36 articles (2001-2013)","Support papier","2,5",36,"2018"
1131,"Archives municipales d'Avignon","1355W","05/02/2018","Archives publiques","Versement",NA,NA,"Financiers","19 articles budget (2008-2015)","Support papier","2,2",19,"2018"
1132,"Archives municipales d'Avignon","1354W","05/02/2018","Archives publiques","Versement",NA,NA,"Financiers","54 articles (1996-2017)","Support mixte","7,2",54,"2018"
1133,"Archives municipales d'Avignon","1356W","07/02/2018","Archives publiques","Versement",NA,NA,"Voirie circulation","34 articles d'arrêtés (2012)","Support papier","3,4",34,"2018"
1134,"Archives municipales d'Avignon","1357W","07/02/2018","Archives publiques","Versement",NA,NA,"Voirie circulation","16 articles Arrêtés (2013)","Support papier","1,6",16,"2018"
1135,"Archives municipales d'Avignon","1358W","07/02/2018","Archives publiques","Versement",NA,NA,"Voirie circulation","17 articles Arrêtés (2014).","Support mixte","1,7",17,"2018"
1136,"Archives municipales d'Avignon","1359W","07/02/2018","Archives publiques","Versement",NA,NA,"Voirie circulation","16 articles Arrêtés (2015)","Support électronique","1,6",16,"2018"
1137,"Archives municipales d'Avignon","1360W","07/02/2018","Archives publiques","Versement",NA,NA,"Voirie circulation","4 articles arrêtés (2016-2017).","Support mixte","0,4",4,"2018"
1138,"Archives municipales d'Avignon","1361W","07/02/2018","Archives publiques","Versement",NA,NA,"Voirie circulation","12 articles arrêtés (1975-2010).","Support papier","1,2",12,"2018"
1139,"Archives municipales d'Avignon",NA,"08/02/2018","Archives privées","Don",NA,NA,"Archives et bibliothèque Hervé Aliquot","Don par sa veuve des ouvrages et notes de M. Hervé Aliquot. Celui-ci avait déjà donné des dossiers et photographies issues de ses recherches.","Support papier","4",0,"2018"
1140,"Archives municipales d'Avignon",NA,"09/02/2018","Archives privées","Don",NA,NA,"Plaques photographiques stéréoscopiques","Ensemble de plaques photographiques stéréoscopiques, négatives et positives données par M. Michel Ullmann.","Support papier","1",1000,"2018"
1141,"Archives municipales d'Avignon","1362W","13/02/2018","Archives publiques","Versement",NA,NA,"Voirie circulation","35 articles d'arrêtés temporaires (2014-2016).","Support papier","3,5",35,"2018"
1142,"Archives municipales d'Avignon","1363W","15/02/2018","Archives publiques","Versement",NA,NA,"Personnel-mobilité","20 articles","Support électronique","2,4",20,"2018"
1143,"Archives municipales d'Avignon","1364W","15/02/2018","Archives publiques","Versement",NA,NA,"Secrétariat général","7 articles de commissions des finances et conseils de majorité (2013-2016).","Support électronique","1,1",7,"2018"
1144,"Archives municipales d'Avignon","1365W","28/02/2018","Archives publiques","Versement",NA,NA,"Mairie de la Barthelasse et Piot","8 articles","Support papier","0,9",8,"2018"
1145,"Archives municipales d'Avignon","1366W","02/03/2018","Archives publiques","Versement",NA,NA,"Hygiène","13 articles + 7","Support papier","2,2",20,"2018"
1146,"Archives municipales d'Avignon","1367W","28/02/2018","Archives publiques","Versement",NA,NA,"Technologies de l'information et de la communication","12 articles","Support papier","2,2",12,"2018"
1147,"Archives municipales d'Avignon","1368W","11/04/2018","Archives publiques","Versement",NA,NA,"Musée Calvet","69 (22/02/2018) + 10 (8/03/2018) = 79 articles + 2 articles le 21/03/2018","Support papier","8,3",81,"2018"
1148,"Archives municipales d'Avignon","1369W","06/03/2018","Archives publiques","Versement",NA,NA,"Financiers","8 articles","Support papier","0",8,"2018"
1149,"Archives municipales d'Avignon","1370W","06/03/2018","Archives publiques","Versement",NA,NA,"Financiers","17 articles","Support papier","0",17,"2018"
1150,"Archives municipales d'Avignon","1371W","06/03/2018","Archives publiques","Versement",NA,NA,"Financiers",NA,"Support papier","0",24,"2018"
1151,"Archives municipales d'Avignon","1372W","06/03/2018","Archives publiques","Versement",NA,NA,"Financiers","40 articles","Support papier","0",40,"2018"
1152,"Archives municipales d'Avignon","1373W","12/03/2018","Archives publiques","Versement",NA,NA,"Personnel-mobilité","9 articles le 14 mars 2018+ 60 articles le 14 août 2018","Support papier","0",69,"2018"
1153,"Archives municipales d'Avignon","101Z","14/03/2018","Archives privées","Don",NA,NA,"Alliance universelle - Roux, Georges",NA,"Support papier","1",0,"2018"
1155,"Archives municipales d'Avignon","Fi","03/03/2018","Archives privées","Don",NA,NA,"Albums de cartes postales","Lot de deux albums de cartes postales d'Avignon (éditeurs Beau et Yvon). Une plaquette 1930 de services automobiles touristiques PLM","Support papier","0,02",3,"2018"
1156,"Archives municipales d'Avignon","100Z","09/04/2018","Archives privées","Versement",NA,NA,"Association des centres de vacances et de loisirs de la ville d'Avignon","350 articles Barthelasse (1948-2018) (48 ml) + 558 articles Jules Ferry versement du 25 octobre 2018","Support papier","48",350,"2018"
1157,"Archives municipales d'Avignon","102Z","27/04/2018","Archives privées","Don",NA,NA,"Fonds Bernard, Michel","Festival d'Avignon et association maison Jean Vilar. 3 CD des archives numérisées du secrétariat de Jean Vilar en tant que directeur du Festival d'Avignon (fonds donnés à la BNF), Correspondance, photographies du festival, ouvrages sur le festival.","Support papier","0,75",0,"2018"
1160,"Archives municipales d'Avignon","103Z","15/05/2018","Archives privées","Legs",NA,NA,"Fonds Famille Azémar","Documentation, ouvrages, archives photographiques et papier retrouvés dans l'immeuble Azémar, 9 et 11 rue de la Croix.","Support papier","20",0,"2018"
1162,"Archives municipales d'Avignon","104Z","18/05/2018","Archives privées","Don",NA,NA,"Association Mémoire Vive du Grand Avignon","Archives de l'association Avignon capitale européenne de la culture de l'an 2000 dont Monsieur Jean Jauffret était le président.","Support papier","2",0,"2018"
1163,"Archives municipales d'Avignon","1Z67","22/05/2018","Archives privées","Don",NA,NA,"Correspondance famille Montel","Lot d'une soixantaine de lettres de 1939 de Pierre Montel à ses parents, 20 rue de la Masse à Avignon. Quelques photographies également.","Support papier","0,05",1,"2018"
1164,"Archives municipales d'Avignon","1374W","04/07/2018","Archives publiques","Versement",NA,NA,"Urbanisme réglementaire","36 registres récapitulatifs de délivrance de certificats d'urbanisme (1950-1985).","Support papier","0",36,"2018"
1166,"Archives municipales d'Avignon","95Z","30/05/2018","Archives privées","Don",NA,NA,"Archives de la société hippique de Roberty","Lot de quatre dossiers de pièces et dossiers concernant la Société hippique de Roberty.","Support papier","0,4",4,"2018"
1167,"Archives municipales d'Avignon","1375W","04/06/2018","Archives publiques","Versement",NA,NA,"Etat-civil","2 articles de Pacs et dissolution de pacs (2017).","Support papier","0,2",2,"2018"
1168,"Archives municipales d'Avignon","5FI","24/05/2018","Archives privées","Achat",NA,NA,"Lot de 33 plaques de verre grand format","Lot de 33 plaques de Verre grand format (20x25) du photographe Henri Févrot portant sur des monuments et paysages de la région. On signalera, fait rare, que les plaques sont conservées dans leurs boites en bois d'origine. Celles-ci ont été conservées pour être mises en série OBJET.","Support papier","0,1",33,"2018"
1169,"Archives municipales d'Avignon","5Fi","24/05/2018","Archives privées","Achat",NA,NA,"Lot de 40 plaques de verre moyen format","Lot de 40 plaques de verre négatives de scène et portraits provençaux","Support papier","0,1",40,"2018"
1170,"Archives municipales d'Avignon","11Fi","24/05/2018","Archives privées","Achat",NA,NA,"Lot de six planches photographies albuminées","Lot de six planches photographiques albuminées de paysages d'Avignon et sa région.","Support papier","0,05",6,"2018"
1171,"Archives municipales d'Avignon","151Fi","24/05/2018","Archives privées","Achat",NA,NA,"Lot d'ektachromes et typons souples","Lot d'environ 1000 ektachromes et typons souples d'imprimerie (plans-films) portant sur le Languedoc et la Provence. Manifestement un fonds d'imprimeur.","Support papier","0,5",1000,"2018"
1172,"Archives municipales d'Avignon","159Fi","24/05/2018","Archives privées","Don",NA,NA,"Lot de typons photographiques George","Lot de 435 typons photographiques souples provenant du fonds George, famille de photographe de la région d'Arles.","Support papier","0,1",80,"2018"
1173,"Archives municipales d'Avignon","107Fi","24/05/2018","Archives privées","Achat",NA,NA,"Lot de cartes de visite","Lot de 20 cartes de visite, dpetit et moyen formats, e portraits exécutés par des photographes avignonnais. Une série de six concerne la famille du sculpteur Ferrier.","Support papier","0,02",20,"2018"
1174,"Archives municipales d'Avignon","8Fi","24/05/2018","Archives privées","Achat",NA,NA,"Un album photographique fin XIXème","Album photographique à cartes de visite, petit et moyen formats. La mention de la famille Sautel revient plusieurs fois.","Support papier","0,1",1,"2018"
1175,"Archives municipales d'Avignon","8Fi","24/05/2018","Archives privées","Achat",NA,NA,"Album de photos aériennes","Album de photos aériennes d'Avignon et sa région, photographies réalisées dans les années 1930.","Support papier","0,05",1,"2018"
1176,"Archives municipales d'Avignon","7Fi","31/05/2018","Archives privées","Achat",NA,NA,"Lot de photographies","Lot de 9 photographies dont six photos de classe du lycée Saint-Joseph (1967-1973) et un tirage colorisé d'un panorama d'Avignon.","Support papier","0,05",9,"2018"
1177,"Archives municipales d'Avignon","10Fi","24/05/2018","Archives privées","Achat",NA,NA,"Lot de photographies montées sur planches","Lot d'environ 40 photographies montées sur 4 planches et probablement distraites d'un album ou porte-folio réalisé par un collectionneur ou photographe britannique.","Support papier","0,05",40,"2018"
1179,"Archives municipales d'Avignon","9Fi","05/06/2018","Archives privées","Don",NA,NA,"Deux cartes postales","Carte postale colorisée de  la place de l'Horloge et du théâtre et carte souvenir de l'exposition de 1907. Avec correspondance sans grand intérêt. Celle de l'exposition est déjà présente dans les collections (20Fi et 66Fi).","Support papier","0",2,"2018"
1181,"Archives municipales d'Avignon","105Z","11/06/2018","Archives privées","Don",NA,NA,"Ring Avignonnais","Archives du club de boxe","Support papier","2,4",4,"2018"
1182,"Archives municipales d'Avignon","106Z","11/06/2018","Archives privées","Don",NA,NA,"Club Avignon Sports Loisirs","Archives CASL","Support papier","5,4",9,"2018"
1183,"Archives municipales d'Avignon","1376W","15/05/2018","Archives publiques","Versement",NA,NA,"Centre hospitalier d'Avignon","2 articles cellule des marchés (2006-2007).","Support papier","0",2,"2018"
1184,"Archives municipales d'Avignon","81Fi","15/06/2018","Archives privées","Duplication",NA,NA,"Gromelle, Michel","Photos festival 68 et brochure CGT","Support papier","0",0,"2018"
1185,"Archives municipales d'Avignon","1Z68","24/05/2018","Archives privées","Duplication",NA,NA,"Hébrard, Michel","Mai 68 : documents imprimés, tracts, quelques photos","Support papier","0",0,"2018"
1186,"Archives municipales d'Avignon","13Fi","24/05/2018","Archives privées","Don",NA,NA,"Jourdan, Jean-Claude","23 affiches de Mai 68 (dont 22 réalisées et récupérées dans l'atelier des Beaux-Arts de Paris), quelques tracts, presse de l'époque (dont ""Action"")","Support papier","0",0,"2018"
1187,"Archives municipales d'Avignon","1Z69","15/06/2018","Archives privées","Don",NA,NA,"Jung, Michèle","Numéro de l'Accent et qq documents festival 68 dactylographiés","Support papier","0",0,"2018"
1188,"Archives municipales d'Avignon","1Z70","11/06/2018","Archives privées","Duplication",NA,NA,"Pairoux, Guy","Photo de AGUIGUI Mouna et texte de commentaire","Support papier","0",0,"2018"
1189,"Archives municipales d'Avignon","1Z71","13/06/2018","Archives privées","Duplication",NA,NA,"Saccani, Gilbert","Récit des événements de Mai en Vaucluse, rédigé avec Michel Barbe en juin-juillet 1968, tracts originaux, brochures 2018 et quelques photos.","Support papier","0",0,"2018"
1190,"Archives municipales d'Avignon","1Z72","23/05/2018","Archives publiques","Don",NA,NA,"Volponi, Edmond","28 articles éliminables à la source (1997-2003)","Support papier","0",1190,"2018"
1191,"Archives municipales d'Avignon","1377W","16/04/2018","Archives publiques","Versement",NA,NA,"Architecture patrimoine historique",NA,"Support papier","0",0,"2018"
1192,"Archives municipales d'Avignon","108Z","20/06/2018","Archives privées","Don",NA,NA,"Association Beaux Repères","Archives de l'association remises par Mme Florence Usclat, association dissoute le 27 janvier 2017.","Support papier","2",0,"2018"
1193,"Archives municipales d'Avignon","94Z","25/06/2018","Archives privées","Don",NA,NA,"La Poésie dans la cité","6 boxs archives de l'association à ajouter au don précédent","Support papier","3",6,"2018"
1194,"Archives municipales d'Avignon","152Fi","31/12/2017","Archives privées","Achat",NA,NA,"Fonds René George","Fonds photographique de M. René George portant sur la Camargue, la Provence, la bouvine etc. et comportant une partie des images de son père, également prénommé René.","Support papier","6",5000,"2017"
1195,"Archives municipales d'Avignon","93Z","24/07/2018","Archives privées","Don",NA,NA,"Famille Pommer","Registre de caisses, documents techniques que les bains","Support papier","0,5",1,"2018"
1196,"Archives municipales d'Avignon","1Z73","21/08/2018","Archives privées","Don",NA,NA,"Vettoretti, Robert","Ensemble de tracts, d'affiches et de coupures de presse de la période de Mai 68 à Avignon rassemblé par Robert Vettoretti, alors étudiant en géographie au collège littéraire universitaire (CLU) d'Avignon et membre de l'UNEF.","Support papier","0",0,"2018"
1197,"Archives municipales d'Avignon","1Z74","21/08/2018","Archives privées","Don",NA,NA,"Delafond, Claire","Ensemble de tracts de Mai 68 et des contestataires du Festival d'Avignon de 1968 rassemblés par Claire Delafond.","Support papier","0",0,"2018"
1198,"Archives municipales d'Avignon","40Z","17/08/2018","Archives privées","Don",NA,NA,"Fonds Alain Maureau","Dossiers de recherches, notes, manuscrits de l'historien avignonnais Alain Maureau avec documentation variée et collections de revues historiques.","Support papier","31",300,"2018"
1199,"Archives municipales d'Avignon","1Fi","07/11/2017","Archives privées","Achat",NA,NA,"Lot de journaux et gravures anciennes","Centenaire de Pétrarque (1874), enlèvement d'une écolière (1893), transfert de prisonniers d'Avignon (1900), tentative d'assassinat sur un facteur à Avignon (1898), le cloître des célestins d'Avignon (1903), procession jubilaire des pénitents gris (1876), le concours régional d'Avignon (1875), les inondations d'Avignon (1872).","Support papier","0,05",8,"2017"
1200,"Archives municipales d'Avignon","2Fi","07/11/2017","Archives privées","Achat",NA,NA,"Phototypie de journal","La destruction de la porte de l'Oulle (1900)","Support papier","0,01",1,"2017"
1201,"Archives municipales d'Avignon","BP30-31","03/05/2017","Archives privées","Achat",NA,NA,"Ouvrage imprimé Révolution","Mémoire sur la Révolution d'Avignon et du Comtat-Venaissin, 2 volumes, 1793.","Support mixte","0,1",2,"2017"
1202,"Archives municipales d'Avignon","BP","30/11/2016","Archives privées","Achat",NA,NA,"Ouvrages patrimoniaux","Statuts de la cité d'Avignon, édition de 1617 ; Recueil panégyrique de Saint-Agricol, 1755-1756.","Support papier","0,15",2,"2016"
1203,"Archives municipales d'Avignon","BP","07/07/2017","Archives privées","Achat",NA,NA,"Ouvrage patrimonial","Voyage pittoresque et navigation sur une partie du Rhône, 1795","Support papier","0,02",1,"2017"
1204,"Archives municipales d'Avignon","1Fi 39-40","06/10/2017","Archives privées","Achat",NA,NA,"Documents iconographiques","Affiche publicitaire  Grivolas, Magny de la guinguette du lapin blanc ; Diplôme du prix de la Croix-Rouge française décerné à Arnaud de Fabre, 1886.","Support papier","0,01",2,"2017"
1205,"Archives municipales d'Avignon","1Z75","06/10/2017","Archives privées","Achat",NA,NA,"Lot archives famille Barbantan","Dossier de pièces manuscrites, dessins et photographies en lien avec Charles et Baston Barbantan. Provient de la collection Della-Casa Prévot.","Support papier","0,05",1,"2017"
1206,"Archives municipales d'Avignon","1Z76","06/10/2017","Archives privées","Achat",NA,NA,"Lot de documents Prévot","Lot d'archives minuscules provenant des collections Della Casa Prévot.","Support papier","0,05",1,"2017"
1207,"Archives municipales d'Avignon","110Z","30/08/2018","Archives privées","Don",NA,NA,"Architectes Grosjean-Ruynat","Archives du cabinet (en société civile de moyens) des architectes Jean-Lou Grosjean et Christian Ruynat. - Dossiers d'affaires.","Support papier","40",0,"2018"
1208,"Archives municipales d'Avignon","146Fi","06/10/2017","Archives privées","Achat",NA,NA,"Lot de documents iconographiques","Publicité maison Saïn, publicité de la maison Cazot, carte d'entrée au meeting aérien de la course Paris-Rome, Ex-libris de Philippe Prévot, Portrait de Félix Goumarre, gravure allemande du pont d'Avignon.","Support mixte","0,01",6,"2017"
1209,"Archives municipales d'Avignon","Fi","04/09/2018","Archives privées","Don",NA,NA,"Lot de cartes postales et photographies","11 photographies des inondations de 1935 et 13 de celles de 1951, 9 cartes postales anciennes, 1 carte postale télégraphique de 1918, 2 cartes postales dessinées et colorisées, 1 portrait d'Arlésienne, 62 cartes postales modernes noir et blanc concernant la Provence (Marseille, Aix, Avignon...), 6 cartes postales panoramiques, 2 vues romantiques d'Aix en Provence, 1 gravure d'une fontaine à Marseille,","Support papier","0,05",108,"2018"
1210,"Archives municipales d'Avignon","9Fi","11/09/2018","Archives privées","Don",NA,NA,"Lot de 24 cartes postales","Cartes postales d'Avignon (2) et villeneuve (3) et de l'est de la France pendant la guerre de 1914-1918.","Support papier","0,01",24,"2018"
1211,"Archives municipales d'Avignon","1378W","13/09/2018","Archives publiques","Versement",NA,NA,"Secrétariat général","14 registres de délibérations du CM (2008) + 6 registres délibérations collées.","Support papier","0",20,"2018"
1213,"Archives municipales d'Avignon","1379W","12/10/2018","Archives publiques","Versement",NA,NA,"Etat-civil","14 articles du bureau des décès (2016).","Support papier","0",14,"2018"
1214,"Archives municipales d'Avignon","1380W","23/10/2018","Archives publiques","Versement",NA,NA,"Urbanisme réglementaire","55 articles de procès-verbaux d'infraction (2000-2009).","Support papier","0",55,"2018"
1215,"Archives municipales d'Avignon","1381W","18/02/2019","Archives publiques","Versement",NA,NA,"Contentieux","41 articles (2008-2018).","Support papier","7",41,"2019"
1216,"Archives municipales d'Avignon","1382W","07/11/2018","Archives publiques","Versement",NA,NA,"Périscolaire","104 articles (2014-2018)","Support papier","0",104,"2018"
