"ID","nomArch","coteArch","dateEntree","nature","modeEntree","servProd","typeProd","activiteProd","descContenu","natureSupport","mlEntree","nbreArt","dateYear"
368,"Archives municipales d'Avignon","970W","16/05/2008","Archives publiques","Versement",NA,NA,"Voirie direction","Plans (MAP 3)","Support papier","0",0,"2008"
369,"Archives municipales d'Avignon","971W","16/05/2008","Archives publiques","Versement",NA,NA,"Voirie direction","Plans (MAP 2)","Support papier","0",0,"2008"
370,"Archives municipales d'Avignon","972W","16/05/2008","Archives publiques","Versement",NA,NA,"Voirie direction","Plans (MAP 5)","Support électronique","0",0,"2008"
371,"Archives municipales d'Avignon","973W","16/05/2008","Archives publiques","Versement",NA,NA,"Voirie direction","Plans (MAP 6)","Support électronique","0",0,"2008"
372,"Archives municipales d'Avignon","51Z","27/05/2008","Archives publiques","Versement",NA,NA,"COSSLMA","36 articles de fonctionnement du comité (1993-2004)","Support papier","3,6",36,"2008"
373,"Archives municipales d'Avignon","974W","28/05/2008","Archives publiques","Versement",NA,NA,"Affaires générales et militaires","13 articles de fonctionnement du service (1999-2007)","Support papier","2,3",13,"2008"
374,"Archives municipales d'Avignon","975W","04/06/2008","Archives publiques","Versement",NA,NA,"Technologies de l'information et de la communication","59 articles de factures et de dossiers de marchés (1994-2006).","Support papier","6,1",59,"2008"
375,"Archives municipales d'Avignon","976W","02/07/2008","Archives publiques","Versement",NA,NA,"Opéra","24 articles de factures (2002-2004)","Support papier","2,4",24,"2008"
376,"Archives municipales d'Avignon","961W","14/04/2008","Archives publiques","Versement",NA,NA,"Archives municipales","11 articles de fonctionnement du service (2006-2007).","Support papier","2,2",11,"2008"
377,"Archives municipales d'Avignon","977W","22/07/2008","Archives publiques","Versement",NA,NA,"Commande publique","3 articles de DSP (2008) ; 21 articles de marchés soldés (2008)","Support papier","3,8",24,"2008"
378,"Archives municipales d'Avignon","978W","22/07/2008","Archives publiques","Versement",NA,NA,"Personnel-mobilité-formation","22 articles de fonctionnement du service (2006)","Support papier","2,2",22,"2008"
379,"Archives municipales d'Avignon","979W","22/07/2008","Archives publiques","Versement",NA,NA,"Commande publique","21 articles de candidatures et offres non retenues et de procédures de marchés publics sans suite ou infructueux (2008)","Support papier","3,5",21,"2008"
380,"Archives municipales d'Avignon","980W","19/08/2008","Archives publiques","Versement",NA,NA,"Jumelages","48 articles (1994-2000)","Support papier","2,5",48,"2008"
381,"Archives municipales d'Avignon","981W","19/08/2008","Archives publiques","Versement",NA,NA,"Direction administrative des services techniques","17 articles de commissions de sécurité (1973-2006) ; 1 article astreinte (2007) ; 1 article enregistrement courrier (2006).","Support papier","1,9",19,"2008"
382,"Archives municipales d'Avignon","982W","19/08/2008","Archives publiques","Versement",NA,NA,"Technologies de l'information et de la communication","24 articles de gestion de la téléphonie (1980-2003)","Support papier","2,4",24,"2008"
383,"Archives municipales d'Avignon","983W","26/08/2008","Archives publiques","Versement",NA,NA,"Fêtes et animations","44 articles de comptabilité et chonos du service (1996-2006)","Support électronique","4,4",44,"2008"
384,"Archives municipales d'Avignon","73Z","10/07/2008","Archives privées","Achat",NA,NA,"Manuscrits Commin","4 volumes manuscrits de la main de Joseph-Ignace Commin","Support papier","0,4",4,"2008"
385,"Archives municipales d'Avignon","985W","25/09/2008","Archives publiques","Versement",NA,NA,"Secrétariat général","15 dossiers des séances du conseil municipal (2003-2004) ; 1 article cassettes audio et vidéo des séances (2003-2004).","Support papier","2,1",15,"2008"
386,"Archives municipales d'Avignon","986W","18/09/2008","Archives publiques","Versement",NA,NA,"Hygiène","40 articles : dossiers plaintes, chronos (2003-2007)","Support électronique","4",40,"2008"
387,"Archives municipales d'Avignon","987W","26/09/2008","Archives publiques","Versement",NA,NA,"Hygiène","68 articles de dossiers éliminables du 986W","Support papier","6,8",31,"2008"
388,"Archives municipales d'Avignon","984W","25/09/2008","Archives publiques","Versement",NA,NA,"Opéra","13 articles de comptabilité (2002-2005)","Support papier","1,2",13,"2008"
389,"Archives municipales d'Avignon","988W","25/09/2008","Archives publiques","Versement",NA,NA,"Secrétariat général","3 articles de factures de l'économat (2001-2006).","Support papier","0,3",3,"2008"
390,"Archives municipales d'Avignon","989W","20/02/2005","Archives publiques","Dépôt",NA,NA,"Musée Calvet","Inventaires des collections des musées Calvet, Requien et Petit Palais","Support papier","0",0,"2005"
391,"Archives municipales d'Avignon","990W","29/10/2008","Archives publiques","Versement",NA,NA,"Foncier","34 articles de DIA (2007).","Support papier","3,8",34,"2008"
392,"Archives municipales d'Avignon","991W","08/10/2008","Archives publiques","Versement",NA,NA,"Action culturelle","7 articles de dossiers suivis par Jacques Montaignac (1985-2000)","Support papier","0,2",7,"2008"
393,"Archives municipales d'Avignon","992W","09/10/2008","Archives publiques","Versement",NA,NA,"Commande publique","10 articles de CONR et de marchés infructueux (2008)","Support papier","1,4",10,"2008"
394,"Archives municipales d'Avignon","993W","13/10/2008","Archives publiques","Versement",NA,NA,"Enseignement","93 articles de suivi de la restauration scolaire (1998-2008)","Support papier","9,3",93,"2008"
395,"Archives municipales d'Avignon","994W","09/10/2008","Archives publiques","Versement",NA,NA,"Commande publique","36 articles de marchés soldés (2008)","Support papier","5,4",36,"2008"
396,"Archives municipales d'Avignon","995W","13/10/2008","Archives publiques","Versement",NA,NA,"Enseignement","Articles à conserver du 993W","Support papier","0",0,"2008"
397,"Archives municipales d'Avignon","996W","15/10/2008","Archives publiques","Versement",NA,NA,"Personnel-gestion","79 articles : dossiers, AS, éléments variables,","Support papier","7,8",79,"2008"
398,"Archives municipales d'Avignon","997W","16/10/2008","Archives publiques","Versement",NA,NA,"Communication","Archives photographiques de Jean-Pierre CAMPOMAR (photographe). Ensemble de 51 containers (250.000 images environ) composé de diapositives, négatifs noir et blanc et couleur, tirages papier. Versé avec des inventaires. Versement réalisé en deux temps: le 16 octobre 2008 et le 6 avril 2009.","Support papier","25",51,"2008"
399,"Archives municipales d'Avignon","8Fi","28/10/2008","Archives privées","Achat",NA,NA,"Atlas des Sorgues et du canal de Vaucluse (2)","Deux atlas des sorgues ou canal de Vaucluse. Le premèire concerne la branche dite de Sorgues. L'autre la branche d'Avignon.","Support papier","0,1",2,"2008"
400,"Archives municipales d'Avignon","119Fi","23/10/2008","Archives privées","Achat",NA,NA,"Photographies numériques d'Avignon (60)","60 photographies numériques d'Avignon réalisées par Christophe Raynaud de Lage pour servir d'illustrations à l'ouvrage ""Avignon au XXème siècle"" de Vincent Flauraud, Editions Benezet.","Support mixte","0,01",35,"2008"
401,"Archives municipales d'Avignon","998W","29/10/2008","Archives publiques","Versement",NA,NA,"Mission prévention sécurité","3 articles de correspondance du service (2000-2002)","Support papier","0,3",3,"2008"
402,"Archives municipales d'Avignon","70Z","20/11/2008","Archives publiques","Versement",NA,NA,"SITURA","19 articles, archives du SITURA avant son passage au Grand Avignon (1982 - 2003)","Support papier","0,9",19,"2008"
403,"Archives municipales d'Avignon","999W","27/11/2008","Archives publiques","Versement",NA,NA,"Commande publique","20 articles de marchés soldés (2008).","Support papier","2,6",20,"2008"
404,"Archives municipales d'Avignon","1000W","27/11/2008","Archives publiques","Versement",NA,NA,"Commande publique","19 articles de CONR (2008).","Support papier","2,9",19,"2008"
405,"Archives municipales d'Avignon","PER ?","18/12/2008","Archives publiques","Versement",NA,NA,"RMG-Palais des Papes","2 cartons de revues de presse et revues de presse des expos et manifestations (2004-2008)","Support électronique","0",2,"2008"
406,"Archives municipales d'Avignon","AV","21/11/2008","Archives privées","Achat",NA,NA,"2 films documentaires sur Avignon",NA,"Support papier","0,05",2,"2008"
407,"Archives municipales d'Avignon","AV","22/12/2008","Archives privées","Don",NA,NA,"1 DVD documentaire","Maquette d'un DVD ""Extases"" consacré à l'artiste Ernest Pignon-Ernest contenant interview et diaporama réalisé par Jean-Luc Seille.","Support papier","0,05",1,"2008"
408,"Archives municipales d'Avignon","991W","16/12/2008","Archives publiques","Versement",NA,NA,"Direction générale","1 dossier centre national du théâtre versé par M. Jacques Montaignac, DGA.","Support papier","0,05",1,"2008"
409,"Archives municipales d'Avignon","1001W","08/01/2009","Archives publiques","Versement",NA,NA,"Secrétariat général","21 articles d'arrêtés du Maire (2007) ; 1 article de recueils des actes administratifs (2007).","Support papier","2,5",22,"2009"
410,"Archives municipales d'Avignon","1002W","08/01/2009","Archives publiques","Versement",NA,NA,"Voirie circulation","13 articles d'autorisations d'occupation temporaire du domaine public (2007).","Support électronique","1,9",13,"2009"
411,"Archives municipales d'Avignon","1003W","08/01/2009","Archives publiques","Versement",NA,NA,"Voirie circulation","14 articles d'autorisations temporaires de voirie (2007)","Support papier","2",14,"2009"
412,"Archives municipales d'Avignon","1004W","08/01/2009","Archives publiques","Versement",NA,NA,"Direction générale des services techniques","23 articles chronos (2000-2006)","Support papier","2,2",23,"2009"
413,"Archives municipales d'Avignon","1E","09/01/2009","Archives publiques","Versement",NA,NA,"Etat-civil","Registres des naissances, mariages et décès Avignon et Montfavet (1908).","Support papier","0,2",5,"2009"
414,"Archives municipales d'Avignon","1005W","26/01/2009","Archives publiques","Versement",NA,NA,"Protocole","13 articles de chronos et réceptions (2000-2007)","Support papier","1,3",13,"2009"
415,"Archives municipales d'Avignon","1006W","28/01/2009","Archives publiques","Versement",NA,NA,"Mairie-ouest","115 articles de fonctionnement du service (1994-2007)","Support papier","11,5",115,"2009"
416,"Archives municipales d'Avignon","1007W","28/01/2009","Archives publiques","Versement",NA,NA,"Direction générale des services techniques","33 articles (concernant les attributions du directeur) des commissions, du bureau de la communauté du grand Avignon (2003-2007).","Support papier","3,3",33,"2009"
417,"Archives municipales d'Avignon","1008W","26/01/2009","Archives publiques","Versement",NA,NA,"Gestion du patrimoine","8 articles de fonctionnement du service (1973-2005).","Support papier","0,8",8,"2009"
418,"Archives municipales d'Avignon","1Z35","09/02/2009","Archives privées","Don",NA,NA,"Documents sur le Groupe Radical Socialiste d'Avignon","Divers documents (listes de membres, compte-rendus de réunions, presse, tracts...) touchant au Groupe Radical Socialiste d'Avignon réunis par M. Félix German, ancien adjoint au maire de la municipalité Daladier.","Support papier","0,2",1,"2009"
419,"Archives municipales d'Avignon","74Z","09/02/2009","Archives privées","Don",NA,NA,"Archives Alexandre Lefeuvre","Documents ayant appartenu à M. Lefeuvre, ancien conseiller municipal sous les municipalités Duffaut. Concernent les budgets, les Jumelages, l'entente bouliste, la mutuelle et l'association des anciens combattants + budgets et  comptes administratifs.","Support papier","1,5",11,"2009"
420,"Archives municipales d'Avignon","1009W","16/02/2009","Archives publiques","Versement",NA,NA,"Communication","Revue de Presse 2008","Support papier","0,1",6,"2009"
421,"Archives municipales d'Avignon","121Fi","30/11/2002","Archives privées","Don",NA,NA,"Photographies numériques","43 photographies numériques de Olivier Huet, architecte plasticien, représentant les inondations de 1994, Avignon sous la neige en 2002 et des travaux sur le Rocher des Doms en 2000.","Support papier","0,1",43,"2002"
422,"Archives municipales d'Avignon","2Fi122","16/03/2009","Archives privées","Achat",NA,NA,"1 lithographie","Portrait de Taxile Delord, publiciste et homme politique français, député de Vaucluse en 1871 (Avignon, 1815 - Paris, 1877).","Support papier","0,01",1,"2009"
423,"Archives municipales d'Avignon","1010W","19/03/2009","Archives publiques","Versement",NA,NA,"Commande publique","13 articles de marchés soldés (2005-2009)","Support papier","1,8",13,"2009"
424,"Archives municipales d'Avignon","1011W","19/03/2009","Archives publiques","Versement",NA,NA,"Commande publique","32 articles de CONR et marchés infructueux (2009)","Support papier","4,4",32,"2009"
425,"Archives municipales d'Avignon","1012W","18/03/2009","Archives publiques","Versement",NA,NA,"Etat-civil","20 articles du bureau des naissances (2006-2007)","Support papier","2",20,"2009"
426,"Archives municipales d'Avignon","1Z","31/03/2009","Archives privées","Don",NA,NA,"Trois documents Archives privées","Demande d'emploi du sieur Payen (1844) ; Certificat de bravoure décerné au sieur Pialat (1841) ; Avis avant contrainte (1876).","Support électronique","0,01",3,"2009"
427,"Archives municipales d'Avignon","1013W","08/04/2009","Archives publiques","Versement",NA,NA,"Affaires générales et militaires","20 articles (1983-2008)","Support papier","2",20,"2009"
428,"Archives municipales d'Avignon","Fi","03/04/2009","Archives privées","Don",NA,NA,"Maquette papier aquarellée d'un programme du théâtre municipal","Oeuvre encadrée de C. Pendola (gouache et aquarelle). Projet de couverture du programme officiel du théâtre municipal dans les années 1920 (?). H et F. Moureau étaient alors directeurs. Format : 18,8X30 (vertical).","Support papier","0,05",1,"2009"
429,"Archives municipales d'Avignon","1014W","08/04/2009","Archives publiques","Versement",NA,NA,"Domaine public","26 articles (1875-2006)","Support papier","2,5",26,"2009"
430,"Archives municipales d'Avignon","1015W","07/05/2009","Archives publiques","Versement",NA,NA,"Mission prévention sécurité","26 articles d'affaires suivies par le service (2002-2008).","Support papier","2,6",26,"2009"
431,"Archives municipales d'Avignon","5D","04/05/2009","Archives publiques","Réintégration",NA,NA,"Affiche municipale de 1790","Affiche municipale concernant le prétendu Tribunal de l'Inquisition du 27 avril 1790","Support papier","0,01",1,"2009"
432,"Archives municipales d'Avignon","1016W","07/05/2009","Archives publiques","Versement",NA,NA,"Secrétariat général","3 articles de pièces préparatoires aux conseils municipaux (2003), 6 articles de pièces préparatoires aux commissions des finances (2005-2007)","Support papier","1,3",9,"2009"
433,"Archives municipales d'Avignon","58Z","27/05/2009","Archives privées","Don",NA,NA,"Famille Lesur","Ajout du 27 mai 2009, prend la suite du 58Z","Support papier","0,5",1,"2009"
434,"Archives municipales d'Avignon","1017W","03/06/2009","Archives publiques","Versement",NA,NA,"Etat-civil","55 articles du bureau des décès (2006).","Support papier","5,5",55,"2009"
435,"Archives municipales d'Avignon","56Z","05/08/2009","Archives publiques","Versement",NA,NA,"Centre communal d'action sociale","57 articles de fonctionnement du service financier : bordereaux, factures, titres (2005 - 2006)","Support papier","0",57,"2009"
436,"Archives municipales d'Avignon","62Z","27/06/2009","Archives publiques","Don",NA,NA,"Conseil culturel","6 box","Support papier","3",6,"2009"
437,"Archives municipales d'Avignon","1018W","10/08/2009","Archives publiques","Versement",NA,NA,"Commande publique","60 articles (CONR) (2009)","Support papier","6,3",60,"2009"
438,"Archives municipales d'Avignon","Fi-Objets","18/08/2009","Archives privées","Achat",NA,NA,"Peinture de Florent Miesienski","Petit tableau d'un panorama d'Avignon daté de 1884","Support papier","0,1",1,"2009"
439,"Archives municipales d'Avignon","7Fi","13/08/2009","Archives privées","Don",NA,NA,"1 photographie de la démolition de la tour A de Champfleury","Tirage papier RC 18x24.","Support papier","0",0,"2009"
440,"Archives municipales d'Avignon","49Fi","20/08/2009","Archives privées","Don",NA,NA,"Lot de 52 photographies de 1944","52 photographies des bombardements, destrsuctions et Libération d'Avignon en 1944. Prend la suite d'un don précédent classé en 49Fi","Support papier","0,1",52,"2009"
441,"Archives municipales d'Avignon","1019W","26/08/2009","Archives publiques","Versement",NA,NA,"Opéra","9 articles de fonctionnement de la direction (1995-2007).","Support mixte","1,5",9,"2009"
442,"Archives municipales d'Avignon","1020W","25/08/2009","Archives publiques","Versement",NA,NA,"Enseignement","26 articles, dossiers d'inscription aux restaurants scolaires (2006-2007).","Support papier","0",26,"2009"
443,"Archives municipales d'Avignon","1021W","02/09/2009","Archives publiques","Versement",NA,NA,"Personnel-gestion","50 articles de dossiers d'agents titulaires retraités ou décédés en 2008.","Support papier","5",50,"2009"
444,"Archives municipales d'Avignon","1022W","02/09/2009","Archives publiques","Versement",NA,NA,"Direction générale des services techniques","12 articles de dossiers de suivi d'affaires (1989-2006)","Support papier","1,2",12,"2009"
445,"Archives municipales d'Avignon","1023W","02/09/2009","Archives publiques","Versement",NA,NA,"Enseignement","29 articles de paie, comptabilité (2000-2007).","Support papier","2,9",29,"2009"
446,"Archives municipales d'Avignon","1024W","23/09/2009","Archives publiques","Versement",NA,NA,"Etat-civil","35 articles du bureau des naissances : brouillards de 2005 à 2008","Support papier","2",35,"2009"
447,"Archives municipales d'Avignon","38Z","24/09/2009","Archives publiques","Versement",NA,NA,"Centre communal d'action sociale","20 articles d'aide sociale aux personnes agées : aide ménagère à domicile (2004-2008)","Support papier","2",20,"2009"
448,"Archives municipales d'Avignon","1Z36","20/05/2009","Archives privées","Achat",NA,NA,"Documents Familles Baroncelli et Aubanel","Lot de documents manuscrits et Archives privées proevenat de la famille Aubanel.","Support papier","20",1,"2009"
449,"Archives municipales d'Avignon","1Z37","02/03/2009","Archives privées","Achat",NA,NA,"Manuscrit Lescuyer","Manuscrit ayant appartenu au citoyen Lescuyer intitulé ""Mémoire touchant la Pratique de la ville d'Avignon""","Support papier","0,1",1,"2009"
450,"Archives municipales d'Avignon","11Fi","17/04/2009","Archives privées","Achat",NA,NA,"Photographie manoeuvre des pontonniers",NA,"Support papier","0,01",1,"2009"
451,"Archives municipales d'Avignon","11Fi","10/10/2008","Archives privées","Achat",NA,NA,"Photographie de la cité de Carcassonne",NA,"Support papier","0,01",1,"2008"
452,"Archives municipales d'Avignon","1025W","30/09/2009","Archives publiques","Versement",NA,NA,"Opéra","13 articles de fonctionnement du service comptable (factures) (2006).","Support papier","1,5",13,"2009"
453,"Archives municipales d'Avignon","1026W","30/09/2009","Archives publiques","Versement",NA,NA,"Etat-civil","27 articles du bureau des mariages (2003-2007).","Support papier","4,1",27,"2009"
454,"Archives municipales d'Avignon","1027W","01/10/2009","Archives publiques","Versement",NA,NA,"Gestion du patrimoine","11 articles + 6 articles pour élimination (versement du 21/10/2009)","Support papier","1,7",17,"2009"
455,"Archives municipales d'Avignon","1028W","08/10/2009","Archives publiques","Versement",NA,NA,"Centre de vacances et de loisirs","8 +121 articles (versement du 4/11/2009)","Support papier","0",129,"2009"
456,"Archives municipales d'Avignon","38Z","05/08/2009","Archives publiques","Dépôt",NA,NA,"Centre communal d'action sociale","57 articles du service de la comptabilité : factures, bilans... (2000-2006)","Support électronique","5,7",57,"2009"
457,"Archives municipales d'Avignon","17Z","01/10/2009","Archives publiques","Dépôt",NA,NA,"Centre communal d'action sociale","167 articles du secrétariat général","Support papier","0",167,"2009"
458,"Archives municipales d'Avignon","17Z","01/10/2009","Archives publiques","Dépôt",NA,NA,"Centre communal d'action sociale","8 articles du secrétariat général","Support papier","0",8,"2009"
459,"Archives municipales d'Avignon","17Z","01/10/2009","Archives publiques","Dépôt",NA,NA,"Centre communal d'action sociale","20 articles du service de l'aide sociale","Support papier","0",20,"2009"
460,"Archives municipales d'Avignon","17Z","08/10/2009","Archives publiques","Dépôt",NA,NA,"Centre communal d'action sociale","177 articles de la DRH","Support papier","0",177,"2009"
461,"Archives municipales d'Avignon","17Z","08/10/2009","Archives publiques","Dépôt",NA,NA,"Centre communal d'action sociale","1 article du bureau de l'aide sociale","Support papier","0",1,"2009"
462,"Archives municipales d'Avignon","17Z","08/10/2009","Archives publiques","Dépôt",NA,NA,"Centre communal d'action sociale","7 articles de la DRH (1966-2004)","Support papier","0",7,"2009"
463,"Archives municipales d'Avignon","17Z469","08/10/2009","Archives privées","Dépôt",NA,NA,"Centre communal d'action sociale","1 valise provenant du leg de Mme Lapleau au CCAS contenant des photos anciennes et quelques bibelots (2004) secrétariat général","Support papier","0",1,"2009"
464,"Archives municipales d'Avignon","122Fi","18/09/2009","Archives privées","Achat",NA,NA,"Lot de 110 plaques stéréoscopiques",NA,"Support papier","0,1",110,"2009"
465,"Archives municipales d'Avignon","17Z","20/11/2009","Archives publiques","Dépôt",NA,NA,"Centre communal d'action sociale","223 articles petite enfance (1978-2007).","Support papier","0",223,"2009"
466,"Archives municipales d'Avignon","17Z","19/10/2009","Archives publiques","Dépôt",NA,NA,"Centre communal d'action sociale","12 articles du secrétariat général","Support papier","1,2",12,"2009"
467,"Archives municipales d'Avignon","70Z","21/10/2009","Archives privées","Don",NA,NA,"Collection de documents sur le Festival d'Avignon",NA,"Support papier","5,5",0,"2009"
468,"Archives municipales d'Avignon","1029W","04/11/2009","Archives publiques","Versement",NA,NA,"Direction générale des services techniques","21 articles (1992 - 2007).","Support papier","2,1",21,"2009"
469,"Archives municipales d'Avignon","Fi","17/04/2009",NA,"Achat",NA,NA,"Lot de photographies et cartes de visite","53 cartes de visite petit et grand formats, cartes postales et positifs noir et blanc.","Support papier","0,1",53,"2009"
470,"Archives municipales d'Avignon","AV","23/11/2009","Archives privées","Dépôt",NA,NA,"Lot de films super 8","Lot de 4 films Super 8 et 2 VHS réalisés par le syndicat CGT du centre hospitalier de Montfavet en 1981 à l'occasion des grèves et mouvements de lutte conduits pas ce syndicat.","Support papier","0,1",6,"2009"
471,"Archives municipales d'Avignon","Z","25/11/2009","Archives privées","Achat",NA,NA,"Collection Le Courrier d'Avignon","Lot d'environ 200 numéros du Courrier d'Avignon, publication de la période révolutionnaire et de l'Empire.","Support papier","0,2",1,"2009"
472,"Archives municipales d'Avignon","13Fi135","25/11/2009","Archives privées","Achat",NA,NA,"Affiche d'un spectacle du Chêne Noir","Affiche original du spectacle ""Radio  Mon Amour"" (non datée).","Support papier","0",1,"2009"
473,"Archives municipales d'Avignon","Fi","25/11/2009","Archives privées","Achat",NA,NA,"1 photographie de spectacle (1912)","Photographie d'un spectacle de théâtre de campagne ""Jeanne d'Arc"" (février 1912) (format 13x18 contrecollé).","Support papier","0,05",1,"2009"
474,"Archives municipales d'Avignon","1030W","02/12/2009","Archives publiques","Versement",NA,NA,"Foncier","30 articles de DIA (2008)","Support papier","3",30,"2009"
475,"Archives municipales d'Avignon","1031W","09/12/2009","Archives publiques","Versement",NA,NA,"Commande publique","52 articles de marchés soldés (2009)","Support papier","6,2",52,"2009"
476,"Archives municipales d'Avignon","1032W","09/12/2009","Archives publiques","Versement",NA,NA,"Commande publique","27 articles de CONR (2009)","Support papier","2,7",27,"2009"
477,"Archives municipales d'Avignon","1033W","09/12/2009","Archives publiques","Versement",NA,NA,"Secrétariat général","64 articles (arrêtés du Maire) (2008)","Support papier","3,4",64,"2009"
478,"Archives municipales d'Avignon","104Z","23/09/2009","Archives privées","Dépôt",NA,NA,"Association Avignon 2000","1 carton","Support papier","0,6",1,"2009"
479,"Archives municipales d'Avignon","1Z","17/12/2009","Archives privées","Don",NA,NA,"Document privé 1876","Commande de produits de la maison commerciale Valentin Guérin et Fils (Avignon)","Support mixte","0",1,"2009"
480,"Archives municipales d'Avignon","1Z","22/10/2009","Archives privées","Don",NA,NA,"Dossier Fondation Flandreysy-Espérandieu","Divers documents concernant le fonctionnement de la Fondation Flandreysy-Espérandieu (1944-1982) constitué par Me Sénac-Amic. Une pièce manuscrite du XVIIIème siècle. Une enveloppe postale au nom de M. Frédéric Granier.","Support papier","0,05",1,"2009"
481,"Archives municipales d'Avignon","49Fi","24/12/2009","Archives privées","Don",NA,NA,"Photographies","Ensemble de photoghraphies anciennes et contemporaines avec un album sur Avignon.","Support papier","0,1",100,"2009"
482,"Archives municipales d'Avignon","Fi","29/12/2009","Archives privées","Achat",NA,NA,"Photographies numériques d'architecture urbaine","Lot de 26 cartes postales noir et blanc, 26 fichiers numériques correspondant et 25 photographies numériques couleur de M. Thomas Chirouse réalisées dans le cadre d'une exposition sur l'architecture des trente glorieuses.","Support papier","0,1",77,"2009"
483,"Archives municipales d'Avignon","Num","30/12/2009","Archives privées","Don",NA,NA,"Document sur CD","Cd contenant un fichier ""Une journée à Roberty"" réalisé par Jacques Maiorino.","Support papier","0,05",1,"2009"
484,"Archives municipales d'Avignon","Bibliothèque","23/12/2009","Archives privées","Don",NA,NA,"Album documentaire Avignon-Digne","Album ""Glane d'Art"" de J.-Léon Mariaud, publi&é en 1922 et contenant XX planches reproduisant des dessins de l'auteur.","Support papier","0,05",1,"2009"
485,"Archives municipales d'Avignon","1E","05/01/2010","Archives publiques","Versement",NA,NA,"Etat-civil","3 registres de naissances (1E116), mariages (1E266), décès (1E415) de 1909 de l'état-civil d'Avignon","Support papier","0,3",3,"2010"
486,"Archives municipales d'Avignon","1E510","20/01/2010","Archives publiques","Dépôt",NA,NA,"Mairie annexe de Montfavet","1 registre de naissances, maraiges, décès 1909 état-civil de Montfavet","Support mixte","0,1",1,"2010"
487,"Archives municipales d'Avignon","Z","23/11/2009","Archives privées","Achat",NA,NA,"Lot de documents époque révolutionnaire","7 plaquettes (1791-1792)","Support papier","0,05",7,"2009"
488,"Archives municipales d'Avignon","Fi","29/11/2009","Archives privées","Achat",NA,NA,"Lot de cartes de visite et photographies","Portraits sur cartes de visite et photographies diverses époques","Support papier","0,1",50,"2009"
489,"Archives municipales d'Avignon","Fi","23/11/2009","Archives privées","Achat",NA,NA,"Photographie","Grand portrait du photographe Henri Févrot.","Support papier","0,01",1,"2009"
490,"Archives municipales d'Avignon","Fi","23/11/2009","Archives privées","Achat",NA,NA,"Photographie encadrée","Grande photographie encadrée, panorama de la ville d'Avignon.","Support papier","0,05",1,"2009"
491,"Archives municipales d'Avignon","Fi","23/11/2009","Archives privées","Achat",NA,NA,"Gravure","Lithographie : église de Villeneuve-les-Avignon avec arbres au premier plan.","Support papier","0,01",1,"2009"
492,"Archives municipales d'Avignon","Fi","23/11/2009","Archives privées","Achat",NA,NA,"Photographie encadrée","Portrait photographique d'un couple de vieillards dans son cadre d'origine.","Support papier","0,05",1,"2009"
493,"Archives municipales d'Avignon","Fi","13/10/2010","Archives privées","Don",NA,NA,"Lot de cartes d'Etat-Major","Lot de cartes d'Etat-Major de la région d'Avignon","Support papier","0,05",42,"2010"
494,"Archives municipales d'Avignon","Attente","29/01/2010","Archives privées","Don",NA,NA,"Plan relief du département de Vaucluse","Grande maquette représentant le département de Vaucluse et ses abords. Réalisée par ""Seignour"", vers 1890/1900. Trouvée par le donateur dans sa maison de l'Isère ayant appartenu à un certain Louis Roche qui aurait été professeur de philosophie dans un établissement scolaire avignonnais.","Support papier","1,2",1,"2010"
495,"Archives municipales d'Avignon","1Z39 et 2Fi130","04/02/2010","Archives privées","Achat",NA,NA,"Manuscrit sur les massacres de la glacière et Gravure","Copie manuscrite contemporaine des événements de la procédure de la Glacière. Une gravure d'époque révolutionnaire, insérée dans le volume a été classée en série 2Fi.","Support papier","0,1",0,"2010"
496,"Archives municipales d'Avignon","1Z40","09/02/2010","Archives privées","Don",NA,NA,"Dossier archives sur le Rhône au XIXème siècle","Lot de documents manuscrits et imprimés ayant trait au Rhône, à la navigation, aux transports fluviaux au XIXème siècle. Documents provenant d'archives familiales de la région de Roquemaure (Gard).","Support papier","0,05",1,"2010"
497,"Archives municipales d'Avignon","9Fi","09/02/2010","Archives privées","Don",NA,NA,"2 cartes postales","Cartes postales reproduisant deux oeuvres de Noëlle Niccolo-Barraque, artiste avignonnaise.","Support papier","0",0,"2010"
498,"Archives municipales d'Avignon","Fi","09/02/2010","Archives privées","Achat",NA,NA,"Gravure sur les ""Massacres de la Glacière""","Gravure sur bois d'époque révolutionnaire. Les personnages numérotés renvoient à une légende qui manque.","Support papier","0",1,"2010"
499,"Archives municipales d'Avignon","Fi","18/02/2010","Archives privées","Achat",NA,NA,"Affiche publicitaire droguerie Dibon","Affiche publicitaire droguerie Dibon représentant le ""crève-punaises"".","Support papier","0",1,"2010"
500,"Archives municipales d'Avignon","15Fi","16/02/2010","Archives privées","Don",NA,NA,"Fichiers numériques","3 fichiers numériques de plaques de verre représentant, le pont, le Palais des Papes, la place de l'Horloge vers 1880.","Support papier","0,05",3,"2010"
501,"Archives municipales d'Avignon","43Z","24/02/2010","Archives publiques","Versement",NA,NA,"Agence de développement social urbain","Récupération des archives du service suite à son transfert à la communauté de communes, 31 articles","Support papier","15,5",31,"2010"
502,"Archives municipales d'Avignon","15Fi","24/02/2010","Archives privées","Don",NA,NA,"1 CD de photographies de la prison Sainte-Anne","CD contenant 262 images réalisées en novembre 2009 sur le site.","Support papier","0,05",1,"2010"
